Cage,Cage_True,Time_Caging,Week,Treatment,Channel,Species,Common_Name,Vol_disp,Vol_empty_beaker,Vol_animal,Vol_water,WetWeight_g,WetWeight_kg,WW_MR_ml.h.g,MO2_ml.h,rsqrt,Run_#,Chamer size,Start,End,Run_Date,DeltaT_start,DeltaT_end,Notes,N_Dusky,Quality
5,5,Start,Week 2,Macrocystis,10,Mesocentrotus franciscanus,Red sea urchin,510,500,10,620,27.19,0.02719,0.01840395,0.5004034,1,20,630ml,12:09,12:40,09/04/2021,283,313,Used D1Channel10 for background resp (broken sensor),,
9,9,End,Week 7,Unfed,2,Strongylocentrotus purpuratus,Purple sea urchin,570,500,70,560,94.63,0.09463,0.005300536,0.5016097,1,78,630ml,15:40,16:40,15/05/2021,20654,23323,,,
8,8,Start,Week 2,Unfed,3,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,65.85,0.06585,0.00762886,0.5023604,1,27,630ml,18:10,19:00,09/04/2021,643,702,Used D1Channel10 for background resp (broken sensor),,
7,7,Start,Week 2,Unfed,8,Mesocentrotus franciscanus,Red sea urchin,510,500,10,620,26.61,0.02661,0.007832569,0.2084247,1,10,630ml,16:45,17:45,08/04/2021,566,628,,,
2,2,Start,Week 2,Saccharina,9,Mesocentrotus franciscanus,Red sea urchin,540,500,40,590,46.12,0.04612,0.01098363,0.506565,1,16,630ml,10:55,11:25,09/04/2021,207,240,Used D1Channel10 for background resp (broken sensor),,
7,7,Start,Week 2,Unfed,9,Mesocentrotus franciscanus,Red sea urchin,510,500,10,620,23.64,0.02364,0.01141835,0.2699299,1,10,630ml,16:45,17:45,08/04/2021,566,628,,,
4,4,End,Week 7,Macrocystis,9,Pomaulax gibberosus,Red turban snail,310,300,10,230,30.93,0.03093,0.01671177,0.5168951,1,47,240ml,10:10,10:30,13/05/2021,197,215,,,
5,5,Start,Week 2,Macrocystis,8,Strongylocentrotus purpuratus,Purple sea urchin,510,500,10,620,25.76,0.02576,0.02010323,0.5178592,1,20,630ml,12:09,12:40,09/04/2021,283,313,Used D1Channel10 for background resp (broken sensor),,
1,1,End,Week 7,Saccharina,7,Mesocentrotus franciscanus,Red sea urchin,510,500,10,620,18.88,0.01888,0.02760409,0.5211652,1,43,630ml,7:35,7:55,13/05/2021,39,71,,,
4,4,End,Week 7,Macrocystis,5,Mesocentrotus franciscanus,Red sea urchin,515,500,15,615,22.99,0.02299,0.02236196,0.5215396,1,50,630ml,11:15,11:45,13/05/2021,264,292,,,
7,7,Start,Week 2,Unfed,5,Mesocentrotus franciscanus,Red sea urchin,540,500,40,590,59.18,0.05918,0.006634094,0.3926057,1,10,630ml,16:45,17:45,08/04/2021,566,628,,,
9,9,Start,Week 2,Unfed,4,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,64.77,0.06477,0.008058623,0.521957,1,33,630ml,14:30,15:15,10/04/2021,18507,21354,,,
7,7,Start,Week 2,Unfed,4,Mesocentrotus franciscanus,Red sea urchin,550,500,50,580,81.57,0.08157,0.006229144,0.5081113,1,10,630ml,16:45,17:45,08/04/2021,566,628,,,
7,7,Start,Week 2,Unfed,7,Mesocentrotus franciscanus,Red sea urchin,540,500,40,590,58.95,0.05895,0.009092412,0.5359977,1,10,630ml,16:45,17:45,08/04/2021,566,628,,,
7,7,Start,Week 2,Unfed,3,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,78.43,0.07843,0.008085203,0.6341225,1,10,630ml,16:45,17:45,08/04/2021,566,628,,,
1,1,End,Week 7,Saccharina,7,Pomaulax gibberosus,Red turban snail,340,300,40,200,49.33,0.04933,0.01120199,0.5525943,1,44,240ml,8:10,8:40,13/05/2021,79,108,,,
1,1,End,Week 7,Saccharina,9,Mesocentrotus franciscanus,Red sea urchin,510,500,10,620,22.83,0.02283,0.02441708,0.5574419,1,43,630ml,7:35,7:55,13/05/2021,39,71,,,
8,8Extra,End,Week 7,Unfed,6,Mesocentrotus franciscanus,Red sea urchin,520,500,20,610,38.63,0.03863,,0.566745,1,68,630ml,16:20,17:05,14/05/2021,27770,29772,,,
9,9,End,Week 7,Unfed,5,Strongylocentrotus purpuratus,Purple sea urchin,560,500,60,570,77.88,0.07788,0.007373789,0.5742707,1,78,630ml,15:40,16:40,15/05/2021,22454,24082,"stir bar stuck, restarted at 16:07",,
9,9,Start,Week 2,Unfed,8,Strongylocentrotus purpuratus,Purple sea urchin,525,500,25,605,40.61,0.04061,0.01415201,0.5747131,1,33,630ml,14:30,15:15,10/04/2021,18160,19562,"stuck stir bar; restarted ch5, 8 and 9 at 14:51",,
7,7,End,Week 7,Unfed,1,Pomaulax gibberosus,Red turban snail,550,500,50,190,72.75,0.07275,0.007927748,0.5767436,1,53,240ml,15:35,16:12,13/05/2021,522,557,,,
7,7,Start,Week 2,Unfed,2,Strongylocentrotus purpuratus,Purple sea urchin,580,500,80,550,115.11,0.11511,0.009370983,1.078694,1,10,630ml,16:45,17:45,08/04/2021,566,628,,,
9,9,Start,Week 2,Unfed,9,Pomaulax gibberosus,Red turban snail,310,300,10,230,17.73,0.01773,0.005631709,0.09985019,0.83,34,240ml,11:35,12:15,10/04/2021,7123,10150,restarted channel 9 at 12:16,,Bad
9,9,End,Week 7,Unfed,1,Strongylocentrotus purpuratus,Purple sea urchin,560,500,60,570,80.99,0.08099,0.007243679,0.5867027,1,78,630ml,15:40,16:40,15/05/2021,23293,25962,,,
6,6,Start,Week 2,Macrocystis,3,Tegula pulligo,Dusky turban snail,32,30,2,238,4.16,0.00416,0.2905714,0.5906005,1,38,240ml,15:50,16:30,10/04/2021,23458,24659,,2,
4,4,Start,Week 2,Macrocystis,3,Pomaulax gibberosus,Red turban snail,340,300,40,200,49.8,0.0498,0.05989618,2.127718,0.9,11,240ml,17:55,18:35,08/04/2021,637,660,,,
2,2,Start,Week 2,Saccharina,7,Mesocentrotus franciscanus,Red sea urchin,560,500,60,570,65.57,0.06557,0.009189748,0.6025718,1,16,630ml,10:55,11:25,09/04/2021,207,240,Used D1Channel10 for background resp (broken sensor),,
2,2,Start,Week 2,Saccharina,5,Strongylocentrotus purpuratus,Purple sea urchin,535,500,35,595,63.51,0.06351,0.009566342,0.6075584,1,15,630ml,7:13,8:05,09/04/2021,15,41,Software crash; restarted at 7:43,,
3,3,End,Week 7,Saccharina,4,Mesocentrotus franciscanus,Red sea urchin,315,300,15,225,25.99,0.02599,0.01719411,0.6087887,1,72,240ml,9:20,9:45,15/05/2021,5854,6923,,,
5,5,End,Week 7,Macrocystis,4,Mesocentrotus franciscanus,Red sea urchin,525,500,25,605,27.71,0.02771,0.02303659,0.6091435,1,63,630ml,12:20,12:45,14/05/2021,15598,16959,,,
8,8,Start,Week 2,Unfed,4,Pomaulax gibberosus,Red turban snail,310,300,10,230,11.49,0.01149,0.007536663,0.0966967,1,24,240ml,15:20,15:40,09/04/2021,473,526,Used D1Channel10 for background resp (broken sensor),,
4,4,Start,Week 2,Macrocystis,5,Pomaulax gibberosus,Red turban snail,320,300,20,220,18.86,0.01886,0.1009422,1.857626,1,11,240ml,17:55,18:35,08/04/2021,637,650,,,
2,2,Start,Week 2,Saccharina,4,Strongylocentrotus purpuratus,Purple sea urchin,540,500,40,590,65.27,0.06527,0.009560347,0.6240038,1,15,630ml,7:13,8:05,09/04/2021,15,41,Software crash; restarted at 7:43,,
7,7,End,Week 7,Unfed,2,Strongylocentrotus purpuratus,Purple sea urchin,600,500,100,530,119.05,0.11905,0.008798945,0.6242578,1,51,630ml,13:30,14:15,13/05/2021,401,440,,,
8,8Extra,End,Week 7,Unfed,4,Mesocentrotus franciscanus,Red sea urchin,540,500,40,590,47.14,0.04714,0.01332551,0.628161,1,68,630ml,16:20,17:05,14/05/2021,27770,29772,,,
4,4,Start,Week 2,Macrocystis,6,Pomaulax gibberosus,Red turban snail,360,300,60,180,83.57,0.08357,0.02074138,1.733357,0.93,11,240ml,17:55,18:35,08/04/2021,637,659,,,
9,9,Start,Week 2,Unfed,3,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,69.87,0.06987,0.009197973,0.6427071,1,33,630ml,14:30,15:15,10/04/2021,18503,21350,,,
8,8,Start,Week 2,Unfed,10,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,79.79,0.07979,0.008091868,0.6448071,1,26,630ml,17:20,18:00,09/04/2021,594,635,Used D1Channel10 for background resp (broken sensor),,
5,5,Start,Week 2,Macrocystis,3,Mesocentrotus franciscanus,Red sea urchin,540,500,40,590,56.08,0.05608,0.0115684,0.648756,1,20,630ml,12:09,12:40,09/04/2021,283,313,Used D1Channel10 for background resp (broken sensor),,
5,5,End,Week 7,Macrocystis,9,Mesocentrotus franciscanus,Red sea urchin,530,500,30,600,31.24,0.03124,0.02103336,0.657086,1,63,630ml,12:20,12:45,14/05/2021,12447,13808,,,
6,6,Start,Week 2,Macrocystis,8,Strongylocentrotus purpuratus,Purple sea urchin,540,500,40,590,42.7,0.0427,0.01553879,0.6635065,1,39,630ml,17:55,18:15,10/04/2021,24491,25807,,,
8,8,End,Week 7,Unfed,1,Strongylocentrotus purpuratus,Purple sea urchin,600,500,100,530,132.83,0.13283,0.005098206,0.6771947,1,67,630ml,17:07,17:35,14/05/2021,29773,31828,,,
9,9,End,Week 7,Unfed,7,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,64.62,0.06462,0.01049359,0.6781245,1,78,630ml,15:40,16:40,15/05/2021,18415,21089,,,
2,2,End,Week 7,Saccharina,3,Pomaulax gibberosus,Red turban snail,330,300,30,210,56.19,0.05619,0.01221469,0.6863489,1,56,240ml,7:50,8:15,14/05/2021,3157,4615,,,
8,8,End,Week 7,Unfed,8,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,70.75,0.07075,0.009608164,0.691937,1,67,630ml,17:07,17:35,14/05/2021,29628,31683,,,
2,2,Start,Week 2,Saccharina,8,Mesocentrotus franciscanus,Red sea urchin,560,500,60,570,67.26,0.06726,0.0103032,0.6929932,1,16,630ml,10:55,11:25,09/04/2021,207,240,Used D1Channel10 for background resp (broken sensor),,
4,4,Start,Week 2,Macrocystis,2,Pomaulax gibberosus,Red turban snail,325,300,25,215,27.11,0.02711,0.03186395,0.8638318,0.85,11,240ml,17:55,18:35,08/04/2021,637,659,,,
7,7,End,Week 7,Unfed,6,Mesocentrotus franciscanus,Red sea urchin,550,500,50,580,58.43,0.05843,0.01221386,0.713656,1,52,630ml,14:20,15:30,13/05/2021,448,514,,,
2,2,Start,Week 2,Saccharina,1,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,70.27,0.07027,0.01034891,0.7272182,1,15,630ml,7:13,8:05,09/04/2021,15,41,Software crash; restarted at 7:43,,
5,5,Start,Week 2,Macrocystis,5,Mesocentrotus franciscanus,Red sea urchin,530,500,30,600,48.75,0.04875,0.01505137,0.7337541,1,20,630ml,12:09,12:40,09/04/2021,283,313,Used D1Channel10 for background resp (broken sensor),,
2,2,Start,Week 2,Saccharina,2,Strongylocentrotus purpuratus,Purple sea urchin,540,500,40,590,64.97,0.06497,0.01130746,0.7346456,1,15,630ml,7:13,8:05,09/04/2021,15,41,Software crash; restarted at 7:43,,
3,3,Start,Week 2,Saccharina,4,Mesocentrotus franciscanus,Red sea urchin,560,500,60,570,84.88,0.08488,0.008665902,0.7355618,1,29,630ml,7:35,8:40,10/04/2021,808,3177,,,
2,2,Start,Week 2,Saccharina,4,Mesocentrotus franciscanus,Red sea urchin,560,500,60,570,70.81,0.07081,0.01043567,0.73895,1,16,630ml,10:55,11:25,09/04/2021,207,240,Used D1Channel10 for background resp (broken sensor),,
4,4,Start,Week 2,Macrocystis,8,Pomaulax gibberosus,Red turban snail,330,300,30,210,48.63,0.04863,0.01456063,0.7080835,0.99,11,240ml,17:55,18:35,08/04/2021,637,659,,,
2,2,Start,Week 2,Saccharina,10,Mesocentrotus franciscanus,Red sea urchin,570,500,70,560,83.48,0.08348,0.008930795,0.7455428,1,16,630ml,10:55,11:25,09/04/2021,207,240,Channel 6 sensor broken; using channel 10 instead (i.e. use blank average),,
2,2,Start,Week 2,Saccharina,3,Strongylocentrotus purpuratus,Purple sea urchin,570,500,70,560,80.68,0.08068,0.009289897,0.7495089,1,16,630ml,10:55,11:25,09/04/2021,207,240,Used D1Channel10 for background resp (broken sensor),,
4,4,Start,Week 2,Macrocystis,4,Pomaulax gibberosus,Red turban snail,350,300,50,190,75.31,0.07531,0.009377063,0.7061866,0.91,11,240ml,17:55,18:35,08/04/2021,637,659,,,
5,5,Start,Week 2,Macrocystis,9,Pomaulax gibberosus,Red turban snail,310,300,10,230,15.66,0.01566,0.005286346,0.08278417,0.96,22,240ml,13:30,14:10,09/04/2021,361,404,Used D1Channel10 for background resp (broken sensor),,
5,5,End,Week 7,Macrocystis,3,Strongylocentrotus purpuratus,Purple sea urchin,530,500,30,600,30.32,0.03032,0.02551401,0.7735561,1,63,630ml,12:20,12:45,14/05/2021,15598,16959,,,
6,6,End,Week 7,Macrocystis,3,Mesocentrotus franciscanus,Red sea urchin,330,300,30,600,36.17,0.03617,0.02191871,0.7928006,1,77,630ml,11:41,12:15,15/05/2021,11292,13714,,,
2,2,End,Week 7,Saccharina,6,Mesocentrotus franciscanus,Red sea urchin,520,500,20,610,29.55,0.02955,0.02693541,0.7959483,1,59,630ml,9:05,9:30,14/05/2021,7025,8048,,,
4,4,Start,Week 2,Macrocystis,1,Pomaulax gibberosus,Red turban snail,340,300,40,200,52.27,0.05227,0.01214573,0.6348571,0.99,11,240ml,17:55,18:35,08/04/2021,637,659,,,
2,2,Start,Week 2,Saccharina,2,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,72.51,0.07251,0.01118157,0.810776,1,16,630ml,10:55,11:25,09/04/2021,207,240,Used D1Channel10 for background resp (broken sensor),,
8,8,Start,Week 2,Unfed,5,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,77.49,0.07749,0.0107343,0.8284355,1,26,630ml,17:20,18:00,09/04/2021,593,635,Used D1Channel10 for background resp (broken sensor),,
4,4,End,Week 7,Macrocystis,7,Mesocentrotus franciscanus,Red sea urchin,540,500,40,590,51.31,0.05131,0.01614751,0.8285285,1,50,630ml,11:15,11:45,13/05/2021,264,292,,,
4,4,Start,Week 2,Macrocystis,9,Pomaulax gibberosus,Red turban snail,305,300,5,235,7.47,0.00747,0.01328809,0.1113514,1,11,240ml,17:55,18:35,08/04/2021,637,679,,,
9,9,Start,Week 2,Unfed,2,Strongylocentrotus purpuratus,Purple sea urchin,555,500,55,575,81.53,0.08153,0.01033621,0.8427109,1,33,630ml,14:30,15:15,10/04/2021,19753,21350,,,
3,3,Start,Week 2,Saccharina,3,Mesocentrotus franciscanus,Red sea urchin,510,500,10,620,12.97,0.01297,0.06545478,0.8489485,1,29,240ml,7:35,8:40,10/04/2021,808,3177,,,
6,6,End,Week 7,Macrocystis,1,Strongylocentrotus purpuratus,Purple sea urchin,520,500,20,610,39.8,0.0398,0.02164269,0.8613695,1,75,630ml,10:30,10:55,15/05/2021,7931,9688,,,
5,5,Start,Week 2,Macrocystis,1,Mesocentrotus franciscanus,Red sea urchin,560,500,60,570,68.85,0.06885,0.01253047,0.8627231,1,20,630ml,12:09,12:40,09/04/2021,283,313,Used D1Channel10 for background resp (broken sensor),,
2,2,Start,Week 2,Saccharina,6,Pomaulax gibberosus,Red turban snail,505,500,5,235,13.19,0.01319,0.005204907,0.07710583,0.98,18,?,10:00,10:40,09/04/2021,154,194,Used D1Channel10 for background resp (broken sensor),,
4,4,Start,Week 2,Macrocystis,7,Pomaulax gibberosus,Red turban snail,310,300,10,230,10.01,0.01001,0.008068106,0.08877232,0.97,11,240ml,17:55,18:35,08/04/2021,637,679,,,
5,5,End,Week 7,Macrocystis,2,Strongylocentrotus purpuratus,Purple sea urchin,530,500,30,600,37.63,0.03763,0.02324715,0.8747904,1,63,630ml,12:20,12:45,14/05/2021,15598,16959,,,
5,5,End,Week 7,Macrocystis,7,Mesocentrotus franciscanus,Red sea urchin,550,500,50,580,51.52,0.05152,0.01714499,0.883292,1,63,630ml,12:20,12:45,14/05/2021,15598,16959,,,
4,4,End,Week 7,Macrocystis,1,Pomaulax gibberosus,Red turban snail,350,300,50,190,75.46,0.07546,0.01181704,0.8917142,1,47,240ml,10:10,10:30,13/05/2021,197,215,,,
7,7,Start,Week 2,Unfed,7,Pomaulax gibberosus,Red turban snail,325,300,25,215,28,0.028,0.009050617,0.2534173,0.99,12,240ml,18:45,19:20,08/04/2021,685,723,,,
2,2,Start,Week 2,Saccharina,9,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,78.08,0.07808,0.01143256,0.892654,1,15,630ml,7:13,8:05,09/04/2021,15,41,Software crash; restarted at 7:43,,
6,6,Start,Week 2,Macrocystis,4,Mesocentrotus franciscanus,Red sea urchin,540,500,40,590,57.68,0.05768,0.01558386,0.8989918,1,39,630ml,17:55,18:15,10/04/2021,28485,29802,,,
3,3,End,Week 7,Saccharina,3,Strongylocentrotus purpuratus,Purple sea urchin,320,300,20,220,32.9,0.0329,0.02736681,0.9004445,1,72,240ml,9:20,9:45,15/05/2021,5553,6921,,,
1,1,End,Week 7,Saccharina,6,Mesocentrotus franciscanus,Red sea urchin,520,500,20,610,39.95,0.03995,0.02257349,0.901811,1,43,630ml,7:35,7:55,13/05/2021,39,71,,,
2,2,End,Week 7,Saccharina,8,Mesocentrotus franciscanus,Red sea urchin,540,500,40,590,49.95,0.04995,0.01812549,0.9052278,1,59,630ml,9:05,9:30,14/05/2021,6880,7903,,,
7,7,Start,Week 2,Unfed,4,Mesocentrotus franciscanus,Red sea urchin,310,300,10,620,12.59,0.01259,0.02848435,0.358618,0.93,12,630ml,18:45,19:20,08/04/2021,685,723,,,
7,7,Start,Week 2,Unfed,8,Pomaulax gibberosus,Red turban snail,350,300,50,190,70,0.07,0.006038793,0.4227155,0.91,12,240ml,18:45,19:20,08/04/2021,695,723,,,
7,7,Start,Week 2,Unfed,9,Pomaulax gibberosus,Red turban snail,320,300,20,220,14.48,0.01448,0.009123782,0.1321124,0.95,12,240ml,18:45,19:20,08/04/2021,685,723,,,
6,6,End,Week 7,Macrocystis,2,Strongylocentrotus purpuratus,Purple sea urchin,520,500,20,610,44.26,0.04426,0.02143496,0.9486983,1,75,630ml,10:30,10:55,15/05/2021,7930,9687,,,
7,7,Start,Week 2,Unfed,1,Mesocentrotus franciscanus,Red sea urchin,320,300,20,610,17.24,0.01724,0.03302756,0.5693951,0.98,12,630ml,18:45,19:20,08/04/2021,685,723,,,
2,2,Start,Week 2,Saccharina,7,Strongylocentrotus purpuratus,Purple sea urchin,540,500,40,590,66.76,0.06676,0.01463388,0.9769579,1,15,630ml,7:13,8:05,09/04/2021,15,41,Software crash; restarted at 7:43,,
5,5,End,Week 7,Macrocystis,1,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,55.12,0.05512,0.01780362,0.9813357,1,63,630ml,12:20,12:45,14/05/2021,15598,16959,,,
8,8,End,Week 7,Unfed,5,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,85.8,0.0858,0.01156704,0.9925751,1,67,630ml,17:07,17:35,14/05/2021,29773,31828,,,
7,7,Start,Week 2,Unfed,2,Mesocentrotus franciscanus,Red sea urchin,315,300,15,615,14.09,0.01409,0.04419881,0.6227612,0.99,12,630ml,18:45,19:20,08/04/2021,685,723,,,
5,5,Start,Week 2,Macrocystis,2,Mesocentrotus franciscanus,Red sea urchin,560,500,60,570,87.94,0.08794,0.01143019,1.005171,1,20,630ml,12:09,12:40,09/04/2021,283,313,Used D1Channel10 for background resp (broken sensor),,
2,2,End,Week 7,Saccharina,9,Mesocentrotus franciscanus,Red sea urchin,540,500,40,590,48.5,0.0485,0.02080325,1.008959,1,59,630ml,9:05,9:30,14/05/2021,3874,4897,,,
7,7,Start,Week 2,Unfed,6,Mesocentrotus franciscanus,Red sea urchin,305,300,5,625,5.47,0.00547,0.05347723,0.2925205,1,12,630ml,18:45,19:20,08/04/2021,685,723,,,
3,3,End,Week 7,Saccharina,5,Mesocentrotus franciscanus,Red sea urchin,335,300,35,595,51.2,0.0512,0.0204916,1.049119,1,72,630ml,9:20,9:45,15/05/2021,5553,6922,,,
5,5,Start,Week 2,Macrocystis,9,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,65.46,0.06546,0.0160616,1.051392,1,19,630ml,11:35,12:00,09/04/2021,248,275,,,
5,5,End,Week 7,Macrocystis,8,Mesocentrotus franciscanus,Red sea urchin,560,500,60,570,65.03,0.06503,0.0161703,1.051542,1,63,630ml,12:20,12:45,14/05/2021,15453,16814,,,
6,6,End,Week 7,Macrocystis,7,Mesocentrotus franciscanus,Red sea urchin,530,500,30,600,48.64,0.04864,0.021668,1.053983,1,75,630ml,10:30,10:55,15/05/2021,5691,7448,,,
6,6,End,Week 7,Macrocystis,6,Mesocentrotus franciscanus,Red sea urchin,550,500,50,580,61.49,0.06149,0.01734315,1.066504,1,75,630ml,10:30,10:55,15/05/2021,5690,7447,,,
2,2,End,Week 7,Saccharina,5,Strongylocentrotus purpuratus,Purple sea urchin,540,500,40,590,55.1,0.0551,0.019363,1.066969,1,57,630ml,9:40,10:15,14/05/2021,8049,10242,,,
5,5,End,Week 7,Macrocystis,5,Mesocentrotus franciscanus,Red sea urchin,550,500,50,580,55.62,0.05562,0.01930747,1.073788,1,63,630ml,12:20,12:45,14/05/2021,15598,16959,,,
1,1,End,Week 7,Saccharina,2,Strongylocentrotus purpuratus,Purple sea urchin,530,500,30,600,45.26,0.04526,0.01991765,1.078131,1,43,630ml,7:35,7:55,13/05/2021,39,71,,,
4,4,End,Week 7,Macrocystis,3,Strongylocentrotus purpuratus,Purple sea urchin,545,500,45,585,56.35,0.05635,0.01953513,1.078208,1,50,630ml,11:15,11:45,13/05/2021,253,292,,,
7,7,Start,Week 2,Unfed,5,Mesocentrotus franciscanus,Red sea urchin,305,300,5,625,7.51,0.00751,0.04757848,0.3573144,1,12,630ml,18:45,19:20,08/04/2021,685,723,,,
4,4,End,Week 7,Macrocystis,1,Strongylocentrotus purpuratus,Purple sea urchin,540,500,40,590,44.94,0.04494,0.02452123,1.101984,1,50,630ml,11:15,11:45,13/05/2021,264,292,,,
6,6,Start,Week 2,Macrocystis,1,Mesocentrotus franciscanus,Red sea urchin,550,500,50,580,70.4,0.0704,0.01569297,1.104785,1,39,630ml,17:55,18:15,10/04/2021,28481,29798,,,
5,5,Start,Week 2,Macrocystis,3,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,67.95,0.06795,0.01633883,1.110224,1,19,630ml,11:35,12:00,09/04/2021,248,275,,,
2,2,Start,Week 2,Saccharina,3,Strongylocentrotus purpuratus,Purple sea urchin,600,500,100,530,140.16,0.14016,0.008010299,1.122724,1,15,630ml,7:13,8:05,09/04/2021,15,41,Software crash; restarted at 7:43,,
6,6,Start,Week 2,Macrocystis,2,Strongylocentrotus purpuratus,Purple sea urchin,540,500,40,590,61.85,0.06185,0.01819811,1.125553,1,37,630ml,15:25,15:45,10/04/2021,22601,23703,,,
6,6,End,Week 7,Macrocystis,1,Mesocentrotus franciscanus,Red sea urchin,350,300,50,580,70.96,0.07096,0.0160505,1.125724,1,77,630ml,11:41,12:15,15/05/2021,11293,13715,,,
7,7,Start,Week 2,Unfed,3,Mesocentrotus franciscanus,Red sea urchin,315,300,15,615,14.37,0.01437,0.03124319,0.4489646,1,12,630ml,18:45,19:20,08/04/2021,685,723,,,
2,2,End,Week 7,Saccharina,4,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,65.86,0.06586,0.01752125,1.153952,1,57,630ml,9:40,10:15,14/05/2021,8049,10242,,,
4,4,End,Week 7,Macrocystis,6,Mesocentrotus franciscanus,Red sea urchin,550,500,50,580,69.11,0.06911,0.01673147,1.156312,1,50,630ml,11:15,11:45,13/05/2021,264,292,,,
6,6,Start,Week 2,Macrocystis,10,Mesocentrotus franciscanus,Red sea urchin,570,500,70,560,97.59,0.09759,0.01185295,1.156729,1,39,630ml,17:55,18:15,10/04/2021,27856,29172,,,
4,4,End,Week 7,Macrocystis,4,Pomaulax gibberosus,Red turban snail,360,300,60,180,123.3,0.1233,0.009450906,1.165297,1,47,240ml,10:10,10:30,13/05/2021,197,215,,,
7,7,Start,Week 2,Unfed,1,Pomaulax gibberosus,Red turban snail,310,300,10,230,16.54,0.01654,0.01833528,0.3032656,0.98,13,240ml,19:30,20:00,08/04/2021,731,758,,,
1,1,End,Week 7,Saccharina,3,Strongylocentrotus purpuratus,Purple sea urchin,535,500,35,595,53.68,0.05368,0.02187912,1.174471,1,43,630ml,7:35,7:55,13/05/2021,39,70,,,
7,7,Start,Week 2,Unfed,2,Pomaulax gibberosus,Red turban snail,350,300,50,190,74.58,0.07458,0.006106553,0.4554267,0.99,13,240ml,19:30,20:00,08/04/2021,731,758,,,
6,6,End,Week 7,Macrocystis,3,Strongylocentrotus purpuratus,Purple sea urchin,530,500,30,600,52.03,0.05203,0.02289767,1.191359,1,75,630ml,10:30,10:55,15/05/2021,7930,9687,,,
2,2,End,Week 7,Saccharina,3,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,67.1,0.0671,0.0179927,1.20736,1,57,630ml,9:40,10:15,14/05/2021,8049,10242,,,
2,2,End,Week 7,Saccharina,2,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,68.17,0.06817,0.01793487,1.22262,1,57,630ml,9:40,10:15,14/05/2021,8049,10242,,,
2,2,End,Week 7,Saccharina,7,Mesocentrotus franciscanus,Red sea urchin,550,500,50,580,64.61,0.06461,0.0190419,1.23041,1,59,630ml,9:05,9:30,14/05/2021,7025,8048,,,
1,1,End,Week 7,Saccharina,5,Mesocentrotus franciscanus,Red sea urchin,550,500,50,580,61.44,0.06144,0.02005371,1.2321,1,43,630ml,7:35,7:55,13/05/2021,39,71,,,
2,2,End,Week 7,Saccharina,5,Mesocentrotus franciscanus,Red sea urchin,550,500,50,580,67.35,0.06735,0.01850664,1.246394,1,59,630ml,9:05,9:30,14/05/2021,7025,8048,,,
4,4,End,Week 7,Macrocystis,9,Mesocentrotus franciscanus,Red sea urchin,555,500,55,575,73.31,0.07331,0.01708458,1.252471,1,50,630ml,11:15,11:45,13/05/2021,264,292,,,
6,6,End,Week 7,Macrocystis,5,Mesocentrotus franciscanus,Red sea urchin,560,500,60,570,73.86,0.07386,0.0170664,1.260588,1,75,630ml,10:30,10:55,15/05/2021,7930,9687,,,
6,6,Start,Week 2,Macrocystis,7,Strongylocentrotus purpuratus,Purple sea urchin,570,500,70,560,120.06,0.12006,0.01068917,1.283341,1,37,630ml,15:25,15:45,10/04/2021,21349,22451,,,
6,6,End,Week 7,Macrocystis,9,Mesocentrotus franciscanus,Red sea urchin,560,500,60,570,75.24,0.07524,0.01716446,1.291502,1,75,630ml,10:30,10:55,15/05/2021,5690,7448,,,
6,6,End,Week 7,Macrocystis,4,Strongylocentrotus purpuratus,Purple sea urchin,560,500,60,570,88.21,0.08821,0.01477635,1.303676,1,74,630ml,10:04,10:21,15/05/2021,6924,7930,,,
2,2,End,Week 7,Saccharina,4,Mesocentrotus franciscanus,Red sea urchin,550,500,50,580,68.76,0.06876,0.01914786,1.316474,1,59,630ml,9:05,9:30,14/05/2021,7025,8048,,,
5,5,End,Week 7,Macrocystis,7,Strongylocentrotus purpuratus,Purple sea urchin,540,500,40,590,69.38,0.06938,0.01909,1.324406,1,60,630ml,10:25,10:45,14/05/2021,10243,11521,,,
7,7,Start,Week 2,Unfed,3,Pomaulax gibberosus,Red turban snail,310,300,10,230,18.75,0.01875,0.01212507,0.2273451,0.98,13,240ml,19:30,20:00,08/04/2021,731,758,,,
